sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
F;0;Private;Pickup;yes;5.0;18/04/2021 14:21;complet;dev_integral;313.45;2527;"""Non""";"""20_40k"""
F;0;Commercial;Van;yes;1.0;23/12/2020 04:11;complet;dev_express;277.77;2528;"""Non""";"""60k+"""
F;0;Private;Minivan;no;8.0;21/04/2019 12:30;incomplet;dev_premium;453.15;2529;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;10.0;05/03/2021 15:10;complet;dev_premium;513.67;2530;"""Non""";Non renseigné
M;0;Private;Pickup;no;1.0;04/02/2021 23:16;complet;dev_premium;491.95;2531;"""Non""";"""60k+"""
F;0;Commercial;Minivan;yes;1.0;21/04/2021 06:33;complet;dev_integral;320.27;2532;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;18.0;16/06/2021 01:06;complet;dev_premium;346.05;2533;"""Non""";"""0-20k"""
F;0;Commercial;Van;no;1.0;24/07/2019 01:37;complet;dev_premium;493.31;2534;"""Non""";"""60k+"""
F;0;Private;Minivan;no;8.0;22/10/2020 02:25;complet;dev_express;278.28;2535;"""Non""";"""0-20k"""
F;0;Commercial;Van;yes;9.0;12/02/2022 04:17;complet;dev_express;253.15;2536;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;no;17.0;20/03/2022 21:08;complet;dev_integral;294.96;2537;"""Non""";"""60k+"""
M;0;Commercial;Van;no;4.0;23/06/2020 11:34;complet;dev_integral;304.64;2538;"""Oui""";"""0-20k"""
M;0;Commercial;Van;no;10.0;24/03/2022 00:32;complet;dev_express;253.78;2539;"""Non""";"""60k+"""
F;1;Commercial;Minivan;no;12.0;16/03/2021 13:01;complet;dev_express;282.09;2540;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;6.0;04/01/2021 21:17;complet;dev_integral;331.02;2541;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;6.0;27/07/2021 11:17;complet;dev_premium;425.08;2542;"""Oui""";"""20_40k"""
F;0;Private;Minivan;yes;1.0;19/11/2019 07:10;complet;dev_integral;320.78;2543;"""Non""";"""0-20k"""
F;2;Private;Sports Car;no;18.0;22/12/2021 00:40;complet;dev_express;267.21;2544;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;9.0;24/09/2019 20:22;complet;dev_integral;325.35;2545;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;1.0;19/06/2021 16:18;complet;dev_express;253.5;2546;"""Non""";"""0-20k"""
F;1;Private;Pickup;no;1.0;09/03/2020 01:17;complet;dev_express;253.82;2547;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;19.0;03/10/2019 18:11;complet;dev_integral;288.78;2548;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;15.0;23/11/2019 16:56;complet;dev_integral;324.61;2549;"""Non""";"""20_40k"""
F;1;Private;z_SUV;no;13.0;07/05/2021 12:41;complet;dev_premium;446.57;2550;"""Oui""";"""20_40k"""
M;1;Private;Minivan;no;1.0;04/10/2019 22:26;complet;dev_integral;318.95;2551;"""Oui""";"""40_60k"""
F;0;Private;Minivan;no;1.0;13/07/2019 04:37;complet;dev_express;262.29;2552;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;7.0;13/05/2021 15:25;complet;dev_express;262.12;2553;"""Non""";"""40_60k"""
F;0;Commercial;Minivan;no;7.0;20/07/2019 06:41;complet;dev_integral;284.25;2554;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;1.0;11/01/2021 01:36;complet;dev_premium;363.79;2555;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;9.0;19/03/2020 07:42;complet;dev_express;255.4;2556;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;no;7.0;25/06/2019 00:07;complet;dev_express;266.33;2557;"""Oui""";"""40_60k"""
M;3;Private;z_SUV;no;1.0;12/11/2021 22:05;complet;dev_premium;411.99;2558;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;;28/05/2022 16:57;complet;dev_integral;310.92;2559;"""Non""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;;31/07/2019 07:34;complet;dev_express;269.98;2560;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;12.0;29/07/2019 02:42;complet;dev_integral;321.41;2561;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;7.0;27/04/2022 16:49;complet;dev_integral;327.49;2562;"""Non""";"""60k+"""
F;1;Commercial;Pickup;no;10.0;04/09/2020 07:47;complet;dev_express;268.91;2563;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;8.0;14/08/2021 08:58;complet;dev_integral;327.33;2564;"""Non""";"""60k+"""
F;0;Commercial;Van;yes;1.0;21/03/2021 03:47;complet;dev_express;269.92;2565;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;1.0;21/05/2020 23:39;complet;dev_integral;310.94;2566;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;28/07/2019 22:24;complet;dev_integral;306.08;2567;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;11.0;20/04/2020 05:02;complet;dev_express;281.0;2568;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;13.0;03/01/2021 04:42;complet;dev_express;271.63;2569;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;1.0;28/01/2022 09:25;complet;dev_premium;320.33;2570;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;6.0;13/09/2020 23:00;complet;dev_premium;416.1;2571;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;15.0;09/01/2021 01:48;complet;dev_express;275.26;2572;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;7.0;04/09/2021 09:43;complet;dev_integral;339.47;2573;"""Oui""";"""0-20k"""
F;0;Commercial;z_SUV;no;1.0;27/06/2020 12:32;complet;dev_integral;333.92;2574;"""Oui""";"""20_40k"""
F;0;Private;Van;yes;8.0;08/01/2021 11:44;incomplet;dev_premium;514.57;2575;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;15.0;27/09/2021 06:02;complet;dev_integral;296.44;2576;"""Non""";"""0-20k"""
M;0;Commercial;Panel Truck;no;9.0;25/09/2019 12:44;complet;dev_express;261.57;2577;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;20.0;22/11/2019 08:56;complet;dev_premium;350.88;2578;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;9.0;12/09/2019 11:55;incomplet;dev_express;268.49;2579;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;13.0;08/05/2020 12:57;complet;dev_integral;317.23;2580;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;9.0;31/10/2019 22:29;complet;dev_vip;896.87;2581;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;7.0;12/07/2020 08:31;complet;dev_integral;323.94;2582;"""Non""";"""60k+"""
M;0;Private;Minivan;no;13.0;17/11/2021 11:30;complet;dev_integral;299.31;2583;"""Non""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;11.0;08/04/2021 08:34;incomplet;dev_express;275.64;2584;"""Oui""";"""60k+"""
F;0;Commercial;Van;no;11.0;08/11/2021 13:25;complet;dev_integral;298.48;2585;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;11.0;24/09/2021 04:29;complet;dev_integral;336.73;2586;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;17.0;13/03/2021 21:08;incomplet;dev_integral;325.2;2587;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;1.0;25/12/2020 16:52;complet;dev_premium;463.63;2588;"""Oui""";"""60k+"""
F;0;Commercial;Van;no;11.0;21/01/2020 15:34;complet;dev_integral;321.58;2589;"""Oui""";"""60k+"""
F;2;Private;Pickup;no;8.0;03/06/2020 12:46;complet;dev_integral;323.44;2590;"""Oui""";"""20_40k"""
M;0;Commercial;Panel Truck;no;11.0;21/03/2022 10:05;complet;dev_express;281.3;2591;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;yes;11.0;03/09/2021 03:40;incomplet;dev_express;278.33;2592;"""Non""";"""40_60k"""
F;0;Private;Pickup;no;;01/12/2020 22:35;complet;dev_express;262.79;2593;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;yes;1.0;22/05/2021 20:58;complet;dev_premium;344.09;2594;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;6.0;04/08/2020 01:40;complet;dev_express;276.36;2595;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;1.0;18/03/2020 18:10;complet;dev_express;277.28;2596;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;4.0;23/03/2020 22:41;complet;dev_vip;658.48;2597;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;12.0;07/01/2022 09:45;complet;dev_integral;334.13;2598;"""Non""";"""60k+"""
F;0;Private;Minivan;no;13.0;15/05/2022 03:11;complet;dev_premium;346.74;2599;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;22.0;26/12/2020 09:23;complet;dev_integral;292.95;2600;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;1.0;29/07/2020 10:13;incomplet;dev_integral;286.08;2601;"""Non""";"""60k+"""
F;1;Private;z_SUV;no;8.0;17/08/2020 13:26;complet;dev_integral;298.32;2602;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;11.0;15/06/2020 14:48;complet;dev_express;280.49;2603;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;12.0;16/05/2021 00:26;complet;dev_integral;339.75;2604;"""Non""";"""20_40k"""
F;0;Commercial;Sports Car;no;12.0;09/02/2022 14:04;complet;dev_integral;309.27;2605;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;17.0;31/10/2019 11:38;complet;dev_integral;303.01;2606;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;28/05/2021 00:30;complet;dev_integral;300.9;2607;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;13.0;04/02/2022 16:41;complet;dev_express;283.0;2608;"""Non""";"""60k+"""
M;0;Private;Pickup;no;9.0;31/07/2021 17:21;complet;dev_premium;424.15;2609;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;13.0;11/11/2021 18:42;complet;dev_premium;519.73;2610;"""Non""";Non renseigné
M;0;Private;Minivan;yes;9.0;16/05/2020 17:12;complet;dev_express;258.84;2611;"""Non""";"""40_60k"""
M;3;Private;Minivan;no;11.0;10/06/2020 22:21;complet;dev_express;265.59;2612;"""Oui""";"""20_40k"""
M;0;Private;Van;no;16.0;12/02/2020 07:17;complet;dev_premium;539.38;2613;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;28/11/2019 11:58;incomplet;dev_premium;528.73;2614;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;22.0;21/06/2020 06:21;complet;dev_express;279.75;2615;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;7.0;05/09/2020 09:54;complet;dev_vip;672.73;2616;"""Oui""";"""20_40k"""
F;0;Commercial;Minivan;no;8.0;24/04/2019 17:25;incomplet;dev_integral;309.6;2617;"""Non""";"""40_60k"""
F;0;Commercial;Van;no;8.0;30/04/2022 22:43;complet;dev_integral;317.98;2618;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;;05/06/2019 15:42;complet;dev_integral;301.67;2619;"""Non""";"""60k+"""
M;0;Commercial;Van;no;14.0;20/11/2019 12:27;incomplet;dev_integral;329.84;2620;"""Non""";"""40_60k"""
M;0;Commercial;z_SUV;no;11.0;12/06/2019 16:46;complet;dev_integral;327.08;2621;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;6.0;19/11/2021 16:14;complet;dev_integral;338.25;2622;"""Oui""";Non renseigné
M;0;Private;Minivan;no;10.0;04/04/2019 10:10;complet;dev_express;253.16;2623;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;29/10/2019 21:59;complet;dev_integral;289.6;2624;"""Non""";"""20_40k"""
F;2;Commercial;Van;no;12.0;14/12/2021 06:50;incomplet;dev_express;268.94;2625;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;15.0;06/08/2021 15:22;complet;dev_express;275.4;2626;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;1.0;29/03/2020 10:41;complet;dev_integral;332.59;2627;"""Oui""";"""20_40k"""
F;0;Private;Van;yes;7.0;30/06/2019 12:16;complet;dev_integral;297.96;2628;"""Oui""";"""40_60k"""
M;0;Private;Van;yes;12.0;27/06/2021 05:08;complet;dev_integral;296.95;2629;"""Non""";"""60k+"""
M;0;Private;Van;no;1.0;06/01/2022 19:41;complet;dev_express;264.99;2630;"""Non""";"""60k+"""
F;0;Commercial;Van;no;9.0;01/05/2020 04:07;complet;dev_express;274.36;2631;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;12/04/2022 12:00;complet;dev_express;259.91;2632;"""Oui""";"""40_60k"""
F;0;Commercial;Panel Truck;no;10.0;25/04/2022 16:57;complet;dev_express;250.93;2633;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;10.0;08/11/2021 20:04;complet;dev_integral;332.66;2634;"""Oui""";"""40_60k"""
F;2;Commercial;Van;yes;11.0;20/07/2020 17:21;incomplet;dev_express;274.02;2635;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;9.0;09/12/2021 21:15;complet;dev_integral;281.84;2636;"""Oui""";"""0-20k"""
F;0;Commercial;z_SUV;no;11.0;24/03/2021 04:11;incomplet;dev_express;262.71;2637;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;13.0;10/08/2021 07:13;complet;dev_express;255.16;2638;"""Non""";Non renseigné
M;0;Private;Minivan;no;9.0;17/03/2020 08:48;incomplet;dev_integral;321.14;2639;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;7.0;23/12/2019 04:29;complet;dev_integral;307.21;2640;"""Oui""";"""20_40k"""
F;1;Private;Pickup;no;7.0;15/05/2020 22:40;complet;dev_integral;338.82;2641;"""Oui""";"""20_40k"""
M;0;Commercial;Van;yes;18.0;18/06/2021 14:24;complet;dev_express;255.59;2642;"""Non""";"""60k+"""
M;2;Commercial;Pickup;no;8.0;01/01/2022 07:42;complet;dev_integral;336.46;2643;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;16/03/2022 12:46;complet;dev_express;284.06;2644;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;11.0;19/06/2021 22:51;complet;dev_express;267.13;2645;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;no;20.0;20/03/2022 11:43;complet;dev_integral;325.01;2646;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;19.0;18/12/2019 17:54;complet;dev_integral;336.72;2647;"""Non""";"""60k+"""
M;0;Private;Minivan;no;17.0;03/08/2019 14:51;complet;dev_vip;908.64;2648;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;12.0;26/09/2019 09:51;complet;dev_premium;495.08;2649;"""Non""";"""60k+"""
M;0;Private;Van;no;10.0;18/07/2019 13:12;complet;dev_integral;338.18;2650;"""Non""";"""60k+"""
F;0;Commercial;Minivan;no;12.0;20/05/2019 16:56;complet;dev_integral;325.28;2651;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;4.0;19/11/2020 22:04;complet;dev_integral;286.53;2652;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;10.0;29/08/2020 19:18;complet;dev_integral;329.33;2653;"""Oui""";"""60k+"""
F;0;Private;Van;yes;16.0;22/08/2020 14:57;complet;dev_premium;494.83;2654;"""Non""";"""60k+"""
M;1;Commercial;Minivan;no;9.0;13/02/2021 11:56;complet;dev_integral;322.8;2655;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;11.0;26/08/2019 01:41;complet;dev_integral;328.26;2656;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;11.0;16/02/2021 19:48;complet;dev_express;252.68;2657;"""Non""";"""60k+"""
M;0;Private;Minivan;no;13.0;06/03/2021 23:27;complet;dev_integral;329.08;2658;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;14.0;09/08/2020 20:25;complet;dev_integral;280.6;2659;"""Non""";"""60k+"""
F;0;Private;Pickup;no;15.0;24/09/2019 01:41;incomplet;dev_express;266.36;2660;"""Non""";"""60k+"""
M;0;Private;Minivan;no;15.0;30/03/2020 18:11;complet;dev_integral;301.22;2661;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;12/06/2019 09:43;complet;dev_express;256.85;2662;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;7.0;11/01/2020 11:52;complet;dev_premium;323.45;2663;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;2.0;20/01/2022 09:01;complet;dev_integral;290.62;2664;"""Non""";"""0-20k"""
F;0;Private;Pickup;yes;6.0;29/09/2020 13:42;complet;dev_premium;470.92;2665;"""Oui""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;6.0;28/08/2019 06:08;complet;dev_express;251.62;2666;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;25/07/2019 00:39;complet;dev_integral;320.92;2667;"""Non""";"""0-20k"""
F;0;Private;Van;yes;7.0;02/05/2020 11:35;complet;dev_express;254.15;2668;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;15.0;01/04/2019 14:58;incomplet;dev_integral;291.97;2669;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;8.0;19/02/2021 16:41;complet;dev_express;284.21;2670;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;15.0;02/12/2019 10:24;complet;dev_integral;324.27;2671;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;8.0;24/06/2020 07:55;incomplet;dev_premium;439.96;2672;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;1.0;18/07/2019 14:18;incomplet;dev_integral;318.79;2673;"""Oui""";"""20_40k"""
M;1;Commercial;Pickup;no;1.0;23/07/2019 23:27;complet;dev_express;284.68;2674;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;8.0;19/09/2021 18:09;complet;dev_integral;327.35;2675;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;17.0;21/06/2020 08:15;complet;dev_integral;314.91;2676;"""Non""";"""60k+"""
M;0;Private;Minivan;no;;22/09/2019 10:44;complet;dev_integral;310.86;2677;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;10.0;20/02/2020 14:52;complet;dev_integral;291.26;2678;"""Non""";"""60k+"""
F;0;Private;Minivan;no;9.0;10/05/2020 21:58;complet;dev_integral;335.89;2679;"""Oui""";"""20_40k"""
M;0;Commercial;Minivan;no;9.0;01/08/2020 21:49;complet;dev_express;252.62;2680;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;12.0;10/05/2022 05:21;complet;dev_integral;304.34;2681;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;14.0;16/05/2021 11:01;complet;dev_integral;304.61;2682;"""Non""";"""60k+"""
F;0;Private;Pickup;no;14.0;29/01/2021 00:42;complet;dev_premium;461.74;2683;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;18.0;31/12/2020 13:33;complet;dev_premium;350.53;2684;"""Non""";"""60k+"""
F;2;Commercial;Pickup;no;7.0;27/08/2021 17:46;complet;dev_integral;293.14;2685;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;11.0;10/01/2022 01:26;complet;dev_premium;522.67;2686;"""Non""";"""0-20k"""
F;1;Private;Pickup;no;17.0;06/03/2020 16:08;complet;dev_express;284.02;2687;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;7.0;11/01/2021 06:35;complet;dev_premium;516.9;2688;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;no;15.0;17/08/2021 17:12;complet;dev_integral;326.16;2689;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;19.0;07/05/2019 11:51;complet;dev_integral;318.16;2690;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;12.0;19/10/2019 01:01;complet;dev_integral;295.45;2691;"""Oui""";Non renseigné
M;0;Commercial;Panel Truck;yes;18.0;17/12/2021 10:54;complet;dev_integral;338.06;2692;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;16.0;21/11/2019 04:00;complet;dev_express;254.67;2693;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;9.0;24/05/2020 11:10;complet;dev_express;260.27;2694;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;1.0;09/08/2019 14:48;complet;dev_express;263.4;2695;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;13.0;18/09/2021 11:52;complet;dev_express;276.18;2696;"""Non""";"""20_40k"""
M;0;Commercial;Van;yes;12.0;29/06/2021 17:01;complet;dev_integral;285.35;2697;"""Non""";"""60k+"""
F;0;Commercial;Minivan;yes;1.0;23/09/2019 13:49;complet;dev_integral;323.97;2698;"""Oui""";"""40_60k"""
M;0;Private;Pickup;yes;6.0;27/08/2020 09:31;complet;dev_integral;312.18;2699;"""Non""";"""20_40k"""
F;0;Private;Sports Car;no;12.0;28/03/2022 12:26;complet;dev_integral;313.78;2700;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;7.0;24/12/2021 02:30;complet;dev_integral;319.4;2701;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;09/07/2020 03:03;complet;dev_express;258.4;2702;"""Oui""";Non renseigné
M;0;Private;Pickup;yes;10.0;18/02/2022 19:03;incomplet;dev_express;276.49;2703;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;1.0;02/11/2019 08:29;complet;dev_premium;487.7;2704;"""Oui""";"""0-20k"""
F;0;Private;Minivan;yes;11.0;13/04/2022 14:44;complet;dev_integral;308.04;2705;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;7.0;14/08/2021 17:04;complet;dev_express;284.97;2706;"""Oui""";"""0-20k"""
F;3;Commercial;Panel Truck;yes;9.0;28/09/2019 03:33;incomplet;dev_premium;465.98;2707;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;26/06/2021 12:10;complet;dev_express;270.44;2708;"""Non""";"""60k+"""
M;0;Private;Pickup;no;16.0;27/09/2021 09:09;complet;dev_integral;305.16;2709;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;8.0;20/01/2020 20:20;incomplet;dev_integral;321.44;2710;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;21/02/2022 23:21;complet;dev_integral;326.77;2711;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;15.0;21/06/2020 23:15;complet;dev_express;283.93;2712;"""Non""";"""20_40k"""
M;0;Private;Pickup;no;1.0;04/07/2019 22:31;complet;dev_integral;325.77;2713;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;8.0;08/05/2019 14:51;complet;dev_express;283.97;2714;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;15.0;23/06/2020 17:55;complet;dev_integral;292.01;2715;"""Non""";"""20_40k"""
F;0;Private;Pickup;yes;1.0;15/01/2022 01:35;complet;dev_integral;316.44;2716;"""Non""";"""20_40k"""
M;0;Private;Pickup;no;8.0;25/11/2021 10:02;complet;dev_integral;296.16;2717;"""Non""";"""0-20k"""
F;0;Commercial;Minivan;no;8.0;03/01/2020 00:06;complet;dev_integral;304.38;2718;"""Oui""";"""60k+"""
F;2;Private;z_SUV;no;14.0;24/07/2020 00:49;complet;dev_integral;317.96;2719;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;;16/09/2020 04:38;complet;dev_express;263.97;2720;"""Non""";"""20_40k"""
F;0;Commercial;Sports Car;no;13.0;18/06/2019 02:49;complet;dev_integral;314.66;2721;"""Non""";Non renseigné
F;0;Commercial;Pickup;yes;10.0;25/01/2022 15:18;complet;dev_integral;337.36;2722;"""Non""";"""20_40k"""
F;0;Private;Minivan;yes;7.0;21/12/2019 09:30;complet;dev_express;266.49;2723;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;1.0;17/05/2020 21:06;complet;dev_integral;311.23;2724;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;7.0;18/01/2022 08:22;complet;dev_integral;332.68;2725;"""Non""";Non renseigné
M;0;Private;Sports Car;no;11.0;09/11/2020 10:25;complet;dev_integral;294.38;2726;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;11.0;14/09/2021 16:48;complet;dev_integral;319.37;2727;"""Non""";"""0-20k"""
F;0;Commercial;Panel Truck;yes;17.0;15/02/2022 23:56;complet;dev_express;271.49;2728;"""Non""";"""60k+"""
F;0;Commercial;Pickup;yes;11.0;06/08/2020 06:19;complet;dev_express;255.06;2729;"""Non""";Non renseigné
M;0;Commercial;Pickup;no;9.0;08/12/2021 23:27;complet;dev_express;262.64;2730;"""Oui""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;7.0;02/09/2020 20:27;complet;dev_express;281.52;2731;"""Non""";"""60k+"""
F;1;Private;Minivan;no;17.0;17/02/2020 23:43;complet;dev_express;265.49;2732;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;1.0;16/10/2019 23:05;complet;dev_premium;508.0;2733;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;9.0;17/02/2020 20:19;complet;dev_integral;339.76;2734;"""Oui""";"""40_60k"""
F;0;Private;Minivan;no;14.0;08/01/2021 09:47;complet;dev_integral;317.64;2735;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;12.0;28/02/2021 20:54;incomplet;dev_integral;335.27;2736;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;07/08/2019 00:15;complet;dev_integral;287.35;2737;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;12.0;06/04/2021 03:31;complet;dev_express;268.78;2738;"""Oui""";"""40_60k"""
M;0;Private;Pickup;no;14.0;27/01/2022 03:55;complet;dev_premium;525.25;2739;"""Oui""";"""60k+"""
F;1;Commercial;Minivan;no;;10/04/2019 11:04;complet;dev_integral;312.49;2740;"""Oui""";Non renseigné
M;0;Private;z_SUV;no;21.0;16/05/2019 18:04;complet;dev_express;282.5;2741;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;1.0;23/07/2019 04:10;incomplet;dev_express;259.59;2742;"""Non""";"""20_40k"""
M;0;Commercial;z_SUV;no;1.0;01/11/2019 19:58;complet;dev_integral;300.71;2743;"""Oui""";"""0-20k"""
M;0;Private;Pickup;no;15.0;20/09/2019 07:52;incomplet;dev_integral;298.9;2744;"""Non""";"""60k+"""
M;0;Private;Minivan;no;10.0;22/04/2020 23:42;incomplet;dev_express;275.03;2745;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;12.0;20/04/2020 08:28;complet;dev_integral;337.09;2746;"""Non""";"""40_60k"""
